representation,repeat,outer_fold,subset,inner_fold,alpha,mean_inner_mse,selected
mpnet,4,2,R+D,2,0.1,0.0006943909511355368,False
mpnet,4,2,R+D,3,1.0,0.0005362330502786133,False
mpnet,4,2,R+D,4,10.0,0.0003870730219212093,False
mpnet,4,2,R+D,5,100.0,0.0002869575581522183,True
mpnet,4,2,P+Q+R,1,0.01,0.004501459387938095,False
mpnet,4,2,P+Q+R,2,0.1,0.0024544343542174363,False
mpnet,4,2,P+Q+R,3,1.0,0.0013523360044321257,False
mpnet,4,2,P+Q+R,4,10.0,0.0005568294598916575,False
mpnet,4,2,P+Q+R,5,100.0,0.00027294450772652294,True
mpnet,4,2,P+Q+D,1,0.01,0.00029852491935490133,False
mpnet,4,2,P+Q+D,2,0.1,0.0002845694038706823,False
mpnet,4,2,P+Q+D,3,1.0,0.00026882616995636057,True
mpnet,4,2,P+Q+D,4,10.0,0.00028525396955207476,False
mpnet,4,2,P+Q+D,5,100.0,0.0002923227438527105,False
mpnet,4,2,P+R+D,1,0.01,0.0010624386809845194,False
mpnet,4,2,P+R+D,2,0.1,0.0008350232193525443,False
mpnet,4,2,P+R+D,3,1.0,0.0007010940820055749,False
mpnet,4,2,P+R+D,4,10.0,0.00046447214441737466,False
mpnet,4,2,P+R+D,5,100.0,0.0002729039643267041,True
mpnet,4,2,Q+R+D,1,0.01,0.002293375193872563,False
mpnet,4,2,Q+R+D,2,0.1,0.0011386310287927652,False
mpnet,4,2,Q+R+D,3,1.0,0.0006719261099527623,False
mpnet,4,2,Q+R+D,4,10.0,0.0003594154210510576,False
mpnet,4,2,Q+R+D,5,100.0,0.0002657231698594093,True
mpnet,4,2,P+Q+R+D,1,0.01,0.00356105095327894,False
mpnet,4,2,P+Q+R+D,2,0.1,0.0011644249242514781,False
mpnet,4,2,P+Q+R+D,3,1.0,0.0006211128727608269,False
mpnet,4,2,P+Q+R+D,4,10.0,0.0003828421528119,False
mpnet,4,2,P+Q+R+D,5,100.0,0.00025747039681789163,True
mpnet,4,3,P,1,0.01,0.27200280243262825,False
mpnet,4,3,P,2,0.1,0.2720023232271113,False
mpnet,4,3,P,3,1.0,0.2719988650271457,True
mpnet,4,3,P,4,10.0,0.27206894199439097,False
mpnet,4,3,P,5,100.0,0.2745026508272543,False
mpnet,4,3,Q,1,0.01,0.27038343824275907,False
mpnet,4,3,Q,2,0.1,0.2699016839005182,False
mpnet,4,3,Q,3,1.0,0.2683443515572525,True
mpnet,4,3,Q,4,10.0,0.2828355746235938,False
mpnet,4,3,Q,5,100.0,0.2861192504248576,False
mpnet,4,3,R,1,0.01,0.5164865512148545,False
mpnet,4,3,R,2,0.1,0.4899307466017164,False
mpnet,4,3,R,3,1.0,0.3966483531300567,False
mpnet,4,3,R,4,10.0,0.3180619948727255,False
mpnet,4,3,R,5,100.0,0.2614199643352039,True
mpnet,4,3,D,1,0.01,0.4589216484299003,False
mpnet,4,3,D,2,0.1,0.4585445419159113,False
mpnet,4,3,D,3,1.0,0.4548807513938569,False
mpnet,4,3,D,4,10.0,0.4262483684191917,False
mpnet,4,3,D,5,100.0,0.3394305242420957,True
mpnet,4,3,P+Q,1,0.01,0.3077924294367307,False
mpnet,4,3,P+Q,2,0.1,0.3074161077052554,False
mpnet,4,3,P+Q,3,1.0,0.30525836823804275,False
mpnet,4,3,P+Q,4,10.0,0.30554516870931897,False
mpnet,4,3,P+Q,5,100.0,0.2937836615771479,True
mpnet,4,3,P+R,1,0.01,0.47517563230678256,False
mpnet,4,3,P+R,2,0.1,0.4091404577024773,False
mpnet,4,3,P+R,3,1.0,0.35208789192360634,False
mpnet,4,3,P+R,4,10.0,0.31786979049952596,False
mpnet,4,3,P+R,5,100.0,0.2543204231349124,True
mpnet,4,3,P+D,1,0.01,0.3665329878567218,False
mpnet,4,3,P+D,2,0.1,0.3663002353255189,False
mpnet,4,3,P+D,3,1.0,0.3640533901954959,False
mpnet,4,3,P+D,4,10.0,0.3473044273734862,False
mpnet,4,3,P+D,5,100.0,0.30494359380107744,True
mpnet,4,3,Q+R,1,0.01,1.3347756320636694,False
mpnet,4,3,Q+R,2,0.1,0.7550414540929976,False
mpnet,4,3,Q+R,3,1.0,0.3777222418277211,False
mpnet,4,3,Q+R,4,10.0,0.29154796522436116,False
mpnet,4,3,Q+R,5,100.0,0.2536196042060721,True
mpnet,4,3,Q+D,1,0.01,0.38610451646457594,False
mpnet,4,3,Q+D,2,0.1,0.38640121549884165,False
mpnet,4,3,Q+D,3,1.0,0.3955697264120617,False
mpnet,4,3,Q+D,4,10.0,0.3969491381865781,False
mpnet,4,3,Q+D,5,100.0,0.3308687853772235,True
mpnet,4,3,R+D,1,0.01,1.7723314995309198,False
mpnet,4,3,R+D,2,0.1,1.232437916381594,False
mpnet,4,3,R+D,3,1.0,0.6601928942417662,False
mpnet,4,3,R+D,4,10.0,0.44819162912712046,False
mpnet,4,3,R+D,5,100.0,0.32477742880541705,True
mpnet,4,3,P+Q+R,1,0.01,6.74612235020147,False
mpnet,4,3,P+Q+R,2,0.1,4.416918109209832,False
mpnet,4,3,P+Q+R,3,1.0,2.858710916494761,False
mpnet,4,3,P+Q+R,4,10.0,0.32989788230403133,False
mpnet,4,3,P+Q+R,5,100.0,0.30158339210960766,True
mpnet,4,3,P+Q+D,1,0.01,0.40369882136738494,False
mpnet,4,3,P+Q+D,2,0.1,0.40384341244139327,False
mpnet,4,3,P+Q+D,3,1.0,0.40612620627833534,False
mpnet,4,3,P+Q+D,4,10.0,0.40461628778157427,False
mpnet,4,3,P+Q+D,5,100.0,0.3311785419538249,True
mpnet,4,3,P+R+D,1,0.01,3.6134932890382276,False
mpnet,4,3,P+R+D,2,0.1,1.6815925480587683,False
mpnet,4,3,P+R+D,3,1.0,0.6302807804865801,False
mpnet,4,3,P+R+D,4,10.0,0.3823099289288492,False
mpnet,4,3,P+R+D,5,100.0,0.2872940782439485,True
mpnet,4,3,Q+R+D,1,0.01,3.2887759159576047,False
mpnet,4,3,Q+R+D,2,0.1,1.740056200226851,False
mpnet,4,3,Q+R+D,3,1.0,0.9234642873893436,False
mpnet,4,3,Q+R+D,4,10.0,0.4718363169608648,False
mpnet,4,3,Q+R+D,5,100.0,0.3160327023062358,True
mpnet,4,3,P+Q+R+D,1,0.01,2.9987907009260844,False
mpnet,4,3,P+Q+R+D,2,0.1,1.8221868839954265,False
mpnet,4,3,P+Q+R+D,3,1.0,1.0065982383668832,False
mpnet,4,3,P+Q+R+D,4,10.0,0.43818926501837846,False
mpnet,4,3,P+Q+R+D,5,100.0,0.2882171171702108,True
mpnet,4,4,P,1,0.01,0.15434669410254184,True
mpnet,4,4,P,2,0.1,0.15434893128973945,False
mpnet,4,4,P,3,1.0,0.15437188747845332,False
mpnet,4,4,P,4,10.0,0.15464402457779328,False
mpnet,4,4,P,5,100.0,0.15729248648685243,False
mpnet,4,4,Q,1,0.01,0.1424278617983661,False
mpnet,4,4,Q,2,0.1,0.1414962785449424,False
mpnet,4,4,Q,3,1.0,0.13729662787438615,False
mpnet,4,4,Q,4,10.0,0.13367923648011917,True
mpnet,4,4,Q,5,100.0,0.14160936088365014,False
mpnet,4,4,R,1,0.01,0.4424686247795573,False
mpnet,4,4,R,2,0.1,0.26174044439046057,False
mpnet,4,4,R,3,1.0,0.1911183477028576,False
mpnet,4,4,R,4,10.0,0.16822515312487218,False
mpnet,4,4,R,5,100.0,0.13806028087871047,True
mpnet,4,4,D,1,0.01,0.2107676032619296,False
mpnet,4,4,D,2,0.1,0.2105641448622524,False
mpnet,4,4,D,3,1.0,0.2086097281777173,False
mpnet,4,4,D,4,10.0,0.19462195271126848,False
mpnet,4,4,D,5,100.0,0.16429890000438707,True
mpnet,4,4,P+Q,1,0.01,0.14053602365660867,False
mpnet,4,4,P+Q,2,0.1,0.13983776581765708,False
mpnet,4,4,P+Q,3,1.0,0.13523670472250285,False
mpnet,4,4,P+Q,4,10.0,0.12926753947187145,True
mpnet,4,4,P+Q,5,100.0,0.13839142819360392,False
mpnet,4,4,P+R,1,0.01,1.1803672580319773,False
mpnet,4,4,P+R,2,0.1,0.8915041074278519,False
mpnet,4,4,P+R,3,1.0,0.32699639255091123,False
mpnet,4,4,P+R,4,10.0,0.2091852555437709,False
mpnet,4,4,P+R,5,100.0,0.15998197963802027,True
mpnet,4,4,P+D,1,0.01,0.16859135171825843,False
mpnet,4,4,P+D,2,0.1,0.16850959950615488,False
mpnet,4,4,P+D,3,1.0,0.16772336215782854,False
mpnet,4,4,P+D,4,10.0,0.16210177474081813,False
mpnet,4,4,P+D,5,100.0,0.15185626573093916,True
mpnet,4,4,Q+R,1,0.01,0.36742267094989384,False
mpnet,4,4,Q+R,2,0.1,0.2788043905619163,False
mpnet,4,4,Q+R,3,1.0,0.22816484462263384,False
mpnet,4,4,Q+R,4,10.0,0.17334605783500553,False
mpnet,4,4,Q+R,5,100.0,0.13720053403720148,True
mpnet,4,4,Q+D,1,0.01,0.2061631024246382,False
mpnet,4,4,Q+D,2,0.1,0.20521255262426022,False
mpnet,4,4,Q+D,3,1.0,0.1977936827468806,False
mpnet,4,4,Q+D,4,10.0,0.17831507387108717,False
mpnet,4,4,Q+D,5,100.0,0.15828867861215093,True
mpnet,4,4,R+D,1,0.01,0.3617891726906359,False
mpnet,4,4,R+D,2,0.1,0.3335530154651502,False
mpnet,4,4,R+D,3,1.0,0.26841078008631175,False
mpnet,4,4,R+D,4,10.0,0.1902909881404303,False
mpnet,4,4,R+D,5,100.0,0.14526990522462768,True
mpnet,4,4,P+Q+R,1,0.01,976.571027118513,False
mpnet,4,4,P+Q+R,2,0.1,966.0737773213023,False
mpnet,4,4,P+Q+R,3,1.0,558.1890313765144,False
mpnet,4,4,P+Q+R,4,10.0,91.00991947664069,False
mpnet,4,4,P+Q+R,5,100.0,1.1864051961785895,True
mpnet,4,4,P+Q+D,1,0.01,0.1738805224157884,False
mpnet,4,4,P+Q+D,2,0.1,0.16770298066749886,False
mpnet,4,4,P+Q+D,3,1.0,0.15893072448274614,False
mpnet,4,4,P+Q+D,4,10.0,0.15515265843953024,False
mpnet,4,4,P+Q+D,5,100.0,0.1431325495944009,True
mpnet,4,4,P+R+D,1,0.01,0.9182462305048492,False
mpnet,4,4,P+R+D,2,0.1,0.5326967508168049,False
mpnet,4,4,P+R+D,3,1.0,0.29653176439526696,False
mpnet,4,4,P+R+D,4,10.0,0.16047151679377733,False
mpnet,4,4,P+R+D,5,100.0,0.1223922370467092,True
mpnet,4,4,Q+R+D,1,0.01,0.9833371023069031,False
mpnet,4,4,Q+R+D,2,0.1,0.6829860987960545,False
mpnet,4,4,Q+R+D,3,1.0,0.3066295858910329,False
mpnet,4,4,Q+R+D,4,10.0,0.14365008973138985,False
mpnet,4,4,Q+R+D,5,100.0,0.11653476822560578,True
mpnet,4,4,P+Q+R+D,1,0.01,1.5551221776353856,False
mpnet,4,4,P+Q+R+D,2,0.1,0.5334388495376117,False
mpnet,4,4,P+Q+R+D,3,1.0,0.2797746684652213,False
mpnet,4,4,P+Q+R+D,4,10.0,0.18751150221972826,False
mpnet,4,4,P+Q+R+D,5,100.0,0.13630345358770146,True
mpnet,4,5,P,1,0.01,0.29386114304891375,False
mpnet,4,5,P,2,0.1,0.2938321152232492,False
mpnet,4,5,P,3,1.0,0.29354889358287317,False
mpnet,4,5,P,4,10.0,0.2913057906550098,False
mpnet,4,5,P,5,100.0,0.2870505461111308,True
mpnet,4,5,Q,1,0.01,0.3302086926481678,False
mpnet,4,5,Q,2,0.1,0.3247279522158833,False
mpnet,4,5,Q,3,1.0,0.3105519549758165,False
mpnet,4,5,Q,4,10.0,0.2932405892722468,False
mpnet,4,5,Q,5,100.0,0.2751893485782108,True
mpnet,4,5,R,1,0.01,0.6630113690686028,False
mpnet,4,5,R,2,0.1,0.5701051579402049,False
mpnet,4,5,R,3,1.0,0.4779834518766117,False
mpnet,4,5,R,4,10.0,0.40488693051362423,False
mpnet,4,5,R,5,100.0,0.30453813265553276,True
mpnet,4,5,D,1,0.01,0.2976786641889423,False
mpnet,4,5,D,2,0.1,0.29750318530061787,False
mpnet,4,5,D,3,1.0,0.2958264095121716,False
mpnet,4,5,D,4,10.0,0.2843798003280967,False
mpnet,4,5,D,5,100.0,0.2665392581926869,True
mpnet,4,5,P+Q,1,0.01,0.34804944508092217,False
mpnet,4,5,P+Q,2,0.1,0.3300368599744217,False
mpnet,4,5,P+Q,3,1.0,0.2862462261075836,False
mpnet,4,5,P+Q,4,10.0,0.26610279242797924,True
mpnet,4,5,P+Q,5,100.0,0.26653378943907396,False
mpnet,4,5,P+R,1,0.01,0.7847419930340874,False
mpnet,4,5,P+R,2,0.1,0.683247346135325,False
mpnet,4,5,P+R,3,1.0,0.5111074953189604,False
mpnet,4,5,P+R,4,10.0,0.40634760101785194,False
mpnet,4,5,P+R,5,100.0,0.2912559736707203,True
mpnet,4,5,P+D,1,0.01,0.2836024266257891,False
mpnet,4,5,P+D,2,0.1,0.2834241513521896,False
mpnet,4,5,P+D,3,1.0,0.28176091416453464,False
mpnet,4,5,P+D,4,10.0,0.27218721199323886,False
mpnet,4,5,P+D,5,100.0,0.26490872163284523,True
mpnet,4,5,Q+R,1,0.01,14.917171943891764,False
mpnet,4,5,Q+R,2,0.1,3.1468903840632714,False
mpnet,4,5,Q+R,3,1.0,0.6137004628861736,False
mpnet,4,5,Q+R,4,10.0,0.39416063413546354,False
mpnet,4,5,Q+R,5,100.0,0.2795675862148838,True
mpnet,4,5,Q+D,1,0.01,0.46160326239095006,False
mpnet,4,5,Q+D,2,0.1,0.4233525188561636,False
mpnet,4,5,Q+D,3,1.0,0.31414470989895404,False
mpnet,4,5,Q+D,4,10.0,0.25936707827508376,False
mpnet,4,5,Q+D,5,100.0,0.2428771888503264,True
mpnet,4,5,R+D,1,0.01,1.1212102592832756,False
mpnet,4,5,R+D,2,0.1,1.0142696346855449,False
mpnet,4,5,R+D,3,1.0,0.7154389927265142,False
mpnet,4,5,R+D,4,10.0,0.4774544166495253,False
mpnet,4,5,R+D,5,100.0,0.3247883922415848,True
mpnet,4,5,P+Q+R,1,0.01,3.018782093316118,False
mpnet,4,5,P+Q+R,2,0.1,1.4830611143521466,False
mpnet,4,5,P+Q+R,3,1.0,0.7394640319673903,False
mpnet,4,5,P+Q+R,4,10.0,0.43752730777199544,False
mpnet,4,5,P+Q+R,5,100.0,0.2906582492679246,True
mpnet,4,5,P+Q+D,1,0.01,0.5111913319733783,False
mpnet,4,5,P+Q+D,2,0.1,0.46762354175079884,False
mpnet,4,5,P+Q+D,3,1.0,0.36502371622153623,False
mpnet,4,5,P+Q+D,4,10.0,0.3259167510475572,False
mpnet,4,5,P+Q+D,5,100.0,0.2707916031500217,True
mpnet,4,5,P+R+D,1,0.01,1.1615584722836396,False
mpnet,4,5,P+R+D,2,0.1,1.0240853047012668,False
mpnet,4,5,P+R+D,3,1.0,0.7962427940702975,False
mpnet,4,5,P+R+D,4,10.0,0.4683689779701403,False
mpnet,4,5,P+R+D,5,100.0,0.3047204020324779,True
mpnet,4,5,Q+R+D,1,0.01,2.2479164234828226,False
mpnet,4,5,Q+R+D,2,0.1,1.3909746222190222,False
mpnet,4,5,Q+R+D,3,1.0,0.8418104676070906,False
mpnet,4,5,Q+R+D,4,10.0,0.42558497666525225,False
mpnet,4,5,Q+R+D,5,100.0,0.26721818192564506,True
mpnet,4,5,P+Q+R+D,1,0.01,3.702422183692693,False
mpnet,4,5,P+Q+R+D,2,0.1,1.4236178611612627,False
mpnet,4,5,P+Q+R+D,3,1.0,0.7144411981324006,False
mpnet,4,5,P+Q+R+D,4,10.0,0.4215787200794972,False
mpnet,4,5,P+Q+R+D,5,100.0,0.27533102009222704,True
mpnet,5,1,P,1,0.01,0.15869584601549766,True
mpnet,5,1,P,2,0.1,0.15869657941017257,False
mpnet,5,1,P,3,1.0,0.15870508333193087,False
mpnet,5,1,P,4,10.0,0.15888020139135162,False
mpnet,5,1,P,5,100.0,0.16173813418464975,False
mpnet,5,1,Q,1,0.01,0.16261917453366526,False
mpnet,5,1,Q,2,0.1,0.1620562458266133,False
mpnet,5,1,Q,3,1.0,0.15944891323852392,False
mpnet,5,1,Q,4,10.0,0.15589003024438777,True
mpnet,5,1,Q,5,100.0,0.15789527017014357,False
mpnet,5,1,R,1,0.01,0.22996600258302624,False
mpnet,5,1,R,2,0.1,0.21644487007000324,False
mpnet,5,1,R,3,1.0,0.19326513563106038,False
mpnet,5,1,R,4,10.0,0.17151272522351033,False
mpnet,5,1,R,5,100.0,0.14567454590313647,True
mpnet,5,1,D,1,0.01,0.1483026888252724,False
mpnet,5,1,D,2,0.1,0.14822156791303687,False
mpnet,5,1,D,3,1.0,0.14745518117394693,False
mpnet,5,1,D,4,10.0,0.1427151704963833,False
mpnet,5,1,D,5,100.0,0.14187644581092052,True
mpnet,5,1,P+Q,1,0.01,0.1767149436529777,False
mpnet,5,1,P+Q,2,0.1,0.176525661408418,False
mpnet,5,1,P+Q,3,1.0,0.17828751571035942,False
mpnet,5,1,P+Q,4,10.0,0.17255462981272573,False
mpnet,5,1,P+Q,5,100.0,0.1619818365480064,True
mpnet,5,1,P+R,1,0.01,0.3166310576076608,False
mpnet,5,1,P+R,2,0.1,0.28953987923243735,False
mpnet,5,1,P+R,3,1.0,0.22877207554612355,False
mpnet,5,1,P+R,4,10.0,0.19247630223663412,False
mpnet,5,1,P+R,5,100.0,0.16072947826865458,True
mpnet,5,1,P+D,1,0.01,0.1561372648611473,False
mpnet,5,1,P+D,2,0.1,0.1560707989196515,False
mpnet,5,1,P+D,3,1.0,0.15543556014820073,False
mpnet,5,1,P+D,4,10.0,0.1511215141306011,False
mpnet,5,1,P+D,5,100.0,0.14675065242571192,True
mpnet,5,1,Q+R,1,0.01,0.3656007566901031,False
mpnet,5,1,Q+R,2,0.1,0.3262913449561313,False
mpnet,5,1,Q+R,3,1.0,0.23339191559465614,False
mpnet,5,1,Q+R,4,10.0,0.18317725158152273,False
mpnet,5,1,Q+R,5,100.0,0.14859021618168552,True
mpnet,5,1,Q+D,1,0.01,0.1835087572397418,False
mpnet,5,1,Q+D,2,0.1,0.179067114887161,False
mpnet,5,1,Q+D,3,1.0,0.16708167143522468,False
mpnet,5,1,Q+D,4,10.0,0.15164512672342587,False
mpnet,5,1,Q+D,5,100.0,0.1439434758927538,True
mpnet,5,1,R+D,1,0.01,0.6611187576650545,False
mpnet,5,1,R+D,2,0.1,0.5379989913845725,False
mpnet,5,1,R+D,3,1.0,0.3124043925530155,False
mpnet,5,1,R+D,4,10.0,0.18664527813815693,False
mpnet,5,1,R+D,5,100.0,0.13776139469296608,True
mpnet,5,1,P+Q+R,1,0.01,1.301377469309691,False
mpnet,5,1,P+Q+R,2,0.1,0.6741812759325069,False
mpnet,5,1,P+Q+R,3,1.0,0.2645704152101879,False
mpnet,5,1,P+Q+R,4,10.0,0.16902673455073644,False
mpnet,5,1,P+Q+R,5,100.0,0.14380650351845176,True
mpnet,5,1,P+Q+D,1,0.01,0.2077164017702994,False
mpnet,5,1,P+Q+D,2,0.1,0.19874426085239147,False
mpnet,5,1,P+Q+D,3,1.0,0.1752941339432026,False
mpnet,5,1,P+Q+D,4,10.0,0.1557613586575245,False
mpnet,5,1,P+Q+D,5,100.0,0.14472417799045847,True
mpnet,5,1,P+R+D,1,0.01,1.6397420907877767,False
mpnet,5,1,P+R+D,2,0.1,0.6709939725966567,False
mpnet,5,1,P+R+D,3,1.0,0.2659696124466994,False
mpnet,5,1,P+R+D,4,10.0,0.17027734780623713,False
mpnet,5,1,P+R+D,5,100.0,0.12607557436413133,True
mpnet,5,1,Q+R+D,1,0.01,2.069152697940386,False
mpnet,5,1,Q+R+D,2,0.1,0.9765154622356788,False
mpnet,5,1,Q+R+D,3,1.0,0.36162340539581234,False
mpnet,5,1,Q+R+D,4,10.0,0.19082113867936645,False
mpnet,5,1,Q+R+D,5,100.0,0.13453363896771262,True
mpnet,5,1,P+Q+R+D,1,0.01,1.1137584587005316,False
mpnet,5,1,P+Q+R+D,2,0.1,0.5502700652988214,False
mpnet,5,1,P+Q+R+D,3,1.0,0.2592218009404918,False
mpnet,5,1,P+Q+R+D,4,10.0,0.1823899042318581,False
mpnet,5,1,P+Q+R+D,5,100.0,0.13500669709744215,True
mpnet,5,2,P,1,0.01,0.298337745782746,False
mpnet,5,2,P,2,0.1,0.2983211348484898,False
mpnet,5,2,P,3,1.0,0.29816488948963804,False
mpnet,5,2,P,4,10.0,0.29739255112867286,True
mpnet,5,2,P,5,100.0,0.30677222526498293,False
mpnet,5,2,Q,1,0.01,0.36183325169781283,False
mpnet,5,2,Q,2,0.1,0.3345767927399672,False
mpnet,5,2,Q,3,1.0,0.3105836394792146,False
mpnet,5,2,Q,4,10.0,0.32742627462636625,False
mpnet,5,2,Q,5,100.0,0.3039607175571695,True
mpnet,5,2,R,1,0.01,0.5504275920593491,False
mpnet,5,2,R,2,0.1,0.45191513961018964,False
mpnet,5,2,R,3,1.0,0.30789926834052167,False
mpnet,5,2,R,4,10.0,0.2541025217102078,False
mpnet,5,2,R,5,100.0,0.21467702515995657,True
mpnet,5,2,D,1,0.01,0.3194269529113684,False
mpnet,5,2,D,2,0.1,0.31929559141510655,False
mpnet,5,2,D,3,1.0,0.31802818488443024,False
mpnet,5,2,D,4,10.0,0.30886484016579646,False
mpnet,5,2,D,5,100.0,0.29790483418283237,True
mpnet,5,2,P+Q,1,0.01,0.27290617442218496,False
mpnet,5,2,P+Q,2,0.1,0.27183554210750777,False
mpnet,5,2,P+Q,3,1.0,0.26577193472737626,True
mpnet,5,2,P+Q,4,10.0,0.26800132831985163,False
mpnet,5,2,P+Q,5,100.0,0.28105921022754926,False
mpnet,5,2,P+R,1,0.01,0.9834337005272357,False
mpnet,5,2,P+R,2,0.1,0.7198428831346533,False
mpnet,5,2,P+R,3,1.0,0.3710390597905963,False
mpnet,5,2,P+R,4,10.0,0.27590318119531854,False
mpnet,5,2,P+R,5,100.0,0.22860123612358804,True
mpnet,5,2,P+D,1,0.01,0.30562919522274484,False
mpnet,5,2,P+D,2,0.1,0.30554668591604006,False
mpnet,5,2,P+D,3,1.0,0.30474793652533266,False
mpnet,5,2,P+D,4,10.0,0.2987439948874738,False
mpnet,5,2,P+D,5,100.0,0.2889611561940206,True
mpnet,5,2,Q+R,1,0.01,1.6814935281707584,False
mpnet,5,2,Q+R,2,0.1,0.6473563904183356,False
mpnet,5,2,Q+R,3,1.0,0.33403585612831593,False
mpnet,5,2,Q+R,4,10.0,0.2489282238606456,False
mpnet,5,2,Q+R,5,100.0,0.213481070133444,True
mpnet,5,2,Q+D,1,0.01,0.26254340711795493,False
mpnet,5,2,Q+D,2,0.1,0.2613183285823884,False
mpnet,5,2,Q+D,3,1.0,0.25880460447357445,True
mpnet,5,2,Q+D,4,10.0,0.27004813348698664,False
mpnet,5,2,Q+D,5,100.0,0.2718301010344099,False
mpnet,5,2,R+D,1,0.01,2.5241279726085986,False
mpnet,5,2,R+D,2,0.1,1.5081744744722692,False
mpnet,5,2,R+D,3,1.0,0.6485393931619736,False
mpnet,5,2,R+D,4,10.0,0.3122331855325882,False
mpnet,5,2,R+D,5,100.0,0.21642724478196787,True
mpnet,5,2,P+Q+R,1,0.01,10.206216306775156,False
mpnet,5,2,P+Q+R,2,0.1,15.323214865815403,False
mpnet,5,2,P+Q+R,3,1.0,10.455413278420924,False
mpnet,5,2,P+Q+R,4,10.0,2.5066351267390714,False
mpnet,5,2,P+Q+R,5,100.0,0.2461882991641143,True
mpnet,5,2,P+Q+D,1,0.01,0.3400681521379127,False
mpnet,5,2,P+Q+D,2,0.1,0.3388007491999241,False
mpnet,5,2,P+Q+D,3,1.0,0.3333832322432854,False
mpnet,5,2,P+Q+D,4,10.0,0.32818214095617737,False
mpnet,5,2,P+Q+D,5,100.0,0.2913836238559946,True
mpnet,5,2,P+R+D,1,0.01,7.053296517154421,False
mpnet,5,2,P+R+D,2,0.1,1.8567790805847804,False
mpnet,5,2,P+R+D,3,1.0,0.8027233164801032,False
mpnet,5,2,P+R+D,4,10.0,0.32026264856165126,False
mpnet,5,2,P+R+D,5,100.0,0.2224824059123421,True
mpnet,5,2,Q+R+D,1,0.01,3.2469837197313094,False
mpnet,5,2,Q+R+D,2,0.1,1.7755873204880686,False
mpnet,5,2,Q+R+D,3,1.0,0.641954708169021,False
mpnet,5,2,Q+R+D,4,10.0,0.30779106314198684,False
mpnet,5,2,Q+R+D,5,100.0,0.2457820417328379,True
mpnet,5,2,P+Q+R+D,1,0.01,2.261342102623693,False
mpnet,5,2,P+Q+R+D,2,0.1,1.4111500143879887,False
mpnet,5,2,P+Q+R+D,3,1.0,0.6391182131304473,False
mpnet,5,2,P+Q+R+D,4,10.0,0.33634371453905115,False
mpnet,5,2,P+Q+R+D,5,100.0,0.23477699354453477,True
mpnet,5,3,P,1,0.01,0.21815872756133592,False
mpnet,5,3,P,2,0.1,0.21813458847946401,False
mpnet,5,3,P,3,1.0,0.21789836880757762,False
mpnet,5,3,P,4,10.0,0.21597171347516383,False
mpnet,5,3,P,5,100.0,0.21099942998230262,True
mpnet,5,3,Q,1,0.01,0.21992901398574075,False
mpnet,5,3,Q,2,0.1,0.21952833725072415,False
mpnet,5,3,Q,3,1.0,0.2173204232041884,False
mpnet,5,3,Q,4,10.0,0.2183537144050691,False
mpnet,5,3,Q,5,100.0,0.21381130560362205,True
mpnet,5,3,R,1,0.01,0.47061883813597233,False
mpnet,5,3,R,2,0.1,0.43674779378067946,False
mpnet,5,3,R,3,1.0,0.356668925129826,False
mpnet,5,3,R,4,10.0,0.30928171852763503,False
mpnet,5,3,R,5,100.0,0.2298898499857117,True
mpnet,5,3,D,1,0.01,0.2472540910958485,False
mpnet,5,3,D,2,0.1,0.2470627116893327,False
mpnet,5,3,D,3,1.0,0.24521558576041183,False
mpnet,5,3,D,4,10.0,0.2315832631722321,False
mpnet,5,3,D,5,100.0,0.20347918557670178,True
mpnet,5,3,P+Q,1,0.01,0.23509131650023563,False
mpnet,5,3,P+Q,2,0.1,0.23468612982420958,False
mpnet,5,3,P+Q,3,1.0,0.23190673983535318,False
mpnet,5,3,P+Q,4,10.0,0.22619385402113937,False
mpnet,5,3,P+Q,5,100.0,0.21564192085489534,True
mpnet,5,3,P+R,1,0.01,0.35175930475912015,False
mpnet,5,3,P+R,2,0.1,0.3434687776694359,False
mpnet,5,3,P+R,3,1.0,0.3208720057487899,False
mpnet,5,3,P+R,4,10.0,0.295070426956329,False
mpnet,5,3,P+R,5,100.0,0.2234683922071262,True
mpnet,5,3,P+D,1,0.01,0.25214796916152116,False
mpnet,5,3,P+D,2,0.1,0.25196929068534174,False
mpnet,5,3,P+D,3,1.0,0.25024262129189107,False
mpnet,5,3,P+D,4,10.0,0.23729095316622428,False
mpnet,5,3,P+D,5,100.0,0.20693321120847177,True
mpnet,5,3,Q+R,1,0.01,0.664845837118656,False
mpnet,5,3,Q+R,2,0.1,0.5521199159221969,False
mpnet,5,3,Q+R,3,1.0,0.43592479190162886,False
mpnet,5,3,Q+R,4,10.0,0.34511384598072076,False
mpnet,5,3,Q+R,5,100.0,0.2256955616248977,True
mpnet,5,3,Q+D,1,0.01,0.2701618093571394,False
mpnet,5,3,Q+D,2,0.1,0.26755051920545564,False
mpnet,5,3,Q+D,3,1.0,0.2506502238415466,False
mpnet,5,3,Q+D,4,10.0,0.22137108473404177,False
mpnet,5,3,Q+D,5,100.0,0.20671346521532566,True
mpnet,5,3,R+D,1,0.01,0.5404975832075707,False
mpnet,5,3,R+D,2,0.1,0.4492276710465297,False
mpnet,5,3,R+D,3,1.0,0.36649800418380646,False
mpnet,5,3,R+D,4,10.0,0.2946771085794484,False
